Start,End,Open,High,Low,Close,Volume,Volatility,Impact,Rolling_std,Price_to_Volume,Cluster
2023-12-31,2024-01-01,42206.16,42814.17,42000.02,42224.09,0.12213764988976887,0.06784647552159025,3.1417322890463866e-08,926.6223499559566,345709.04252790107,0
2023-12-25,2023-12-26,43033.57,43725.61,42764.0,43613.88,0.12965221646121775,0.08013492516896925,3.4957144088856e-08,608.8736712941727,336391.31817731797,0
2023-12-24,2023-12-25,43687.93,43927.88,42850.2,43017.9,0.09877617394053,0.08980751672309435,5.1421089440847006e-08,588.6631113803413,435508.8710552781,0
2023-12-23,2023-12-24,43975.78,43975.78,43351.06,43727.32,0.1266435212040467,0.05206049276895887,2.32497530012534e-08,624.2600618560458,345278.7760816205,0
2023-12-17,2023-12-18,42282.96,42418.39,41298.47,41448.75,0.11497893095200998,0.09332755004131806,4.5907139895248514e-08,959.7444844257468,360489.95808892953,0
2023-12-16,2023-12-17,41981.1,42697.9,41725.94,42244.61,0.1393238730625408,0.08099743333288052,3.288082604193751e-08,957.6613895666018,303211.56792014325,0
2023-12-10,2023-12-11,43740.05,44032.99,43610.02,43762.68,0.12013288070862077,0.03524783363184555,1.6594387589643527e-08,901.3165139870517,364285.61224753497,0
2023-12-03,2023-12-04,39434.47,40108.54,39288.24,39941.07,0.123830120288871,0.06835898037261018,3.122204462973312e-08,1530.0087343012258,322547.2922648015,0
2023-12-02,2023-12-03,38701.97,39652.7,38641.63,39460.0,0.13346193539354378,0.0842566308488781,3.570606053276272e-08,1973.9774396875187,295664.8267061537,0
2023-11-30,2023-12-01,37854.66,38143.94,37530.89,37715.02,0.13260058475112899,0.05108798356385313,2.179055644825343e-08,2495.274130851275,284425.7442060706,0
2023-10-15,2023-10-16,26842.3,27271.37,26823.21,27146.62,0.09845614567024352,0.03734702016797374,2.1453281463119834e-08,915.3579455226545,275722.96086951677,0
2023-10-14,2023-10-15,26881.55,26968.05,26807.54,26858.7,0.13892185850043443,0.013375959941006354,5.4456692678583265e-09,952.6001941018969,193336.74549074657,0
2023-10-13,2023-10-14,26758.71,27055.95,26697.05,26841.72,0.1367108828885666,0.029908616427806664,1.2373412209660922e-08,833.1442475535832,196339.30695831115,0
2023-10-12,2023-10-13,26849.32,26928.73,26577.4,26738.45,0.12813817494961047,0.029277777123380373,1.2922695743599555e-08,820.5192991974616,208668.88427679517,0
2023-10-11,2023-10-12,27400.04,27467.7,26548.13,26844.46,0.12351769225458482,0.07663155867516872,3.508895516461327e-08,776.1419505742826,217332.91409517542,0
2023-10-10,2023-10-11,27591.37,27707.75,27302.72,27390.34,0.12120892918519154,0.033752819481065614,1.5749491623232184e-08,621.5531647132794,225976.2559089282,0
2023-10-09,2023-10-10,27906.04,27974.95,27299.96,27584.1,0.10916644517280218,0.05624969908778263,2.9141850360191062e-08,323.8552357272893,252679.29129996372,0
2023-10-08,2023-10-09,27950.75,28094.99,27737.73,27932.44,0.07925539830912023,0.029771948467534764,2.124444884809591e-08,465.157753786772,352435.80369194486,0
2023-10-07,2023-10-08,27939.87,28013.81,27865.0,27958.62,0.12292571487283263,0.012400950712237199,5.705634802020648e-09,524.4594413510059,227443.21665262108,0
2023-10-06,2023-10-07,27420.43,28224.97,27247.64,27933.0,0.11429060380000862,0.08144493756864926,4.030342151652671e-08,518.2672723819034,244403.29363276926,0
2023-10-05,2023-10-06,27749.66,28071.45,27374.37,27422.6,0.09281542134202998,0.05809054984534811,3.53966820030558e-08,407.0121249255905,295453.0572990257,0
2023-10-04,2023-10-05,27405.35,27819.83,27255.35,27778.6,0.10440977312415178,0.0470404452526284,2.548085894744272e-08,247.0602122256632,266053.6381682294,0
2023-10-03,2023-10-04,27513.68,27663.53,27254.73,27419.23,0.14718982707319025,0.0340669891214469,1.3090464858331393e-08,240.9124262213265,186284.81699598551,0
2023-10-01,2023-10-02,26965.84,27993.9,26965.84,27978.1,0.08876601805123871,0.0856724775836468,5.4584469126880415e-08,245.98698045925744,315189.310213849,0
2023-09-30,2023-10-01,26895.47,27080.82,26886.87,26967.11,0.10258161743954892,0.016162652984600446,8.910990051794829e-09,353.3914344884093,262884.4297165781,0
2023-09-29,2023-09-30,27013.74,27229.29,26702.95,26910.69,0.15834435213735465,0.043862081835084145,1.5667092581851502e-08,395.2489614676203,169950.42536570245,0
2023-09-28,2023-09-29,26366.19,27234.96,26330.72,27020.31,0.13658530842573532,0.07535404658311431,3.1203176012558e-08,426.3557496284566,197827.35282024558,0
2023-09-27,2023-09-28,26235.67,26808.54,26172.5,26368.04,0.13425976144194748,0.05300383503132376,2.232836555770316e-08,529.3005462767826,196395.70126453164,0
2023-09-26,2023-09-27,26293.9,26386.51,26124.07,26217.38,0.14513683009668704,0.021870207008396515,8.52263410688662e-09,625.6119290654023,180639.05614126025,0
2023-09-25,2023-09-26,26223.37,26419.98,26029.07,26308.45,0.14026169374125635,0.03257614167677306,1.3135839445979694e-08,611.0317210520477,187566.89227303743,0
2023-09-24,2023-09-25,26571.4,26708.73,26238.82,26254.11,0.09684823837312814,0.03915953732401942,2.2867858855006582e-08,367.29172869152603,271085.0547312026,0
2023-09-23,2023-09-24,26592.76,26632.75,26524.9,26580.66,0.12945075037658807,0.008987585070322908,3.926742567756866e-09,325.754228475982,205334.15158022344,0
2023-09-22,2023-09-23,26580.8,26732.63,26497.45,26577.61,0.15433973944242008,0.019598518839486073,7.182015409412912e-09,280.89004277812444,172201.9882631419,0
2023-09-18,2023-09-19,26534.11,27395.71,26414.75,26738.74,0.1294298843393824,0.08174744043193391,3.5721820351894567e-08,338.23645274449854,206588.61078703788,0
2023-09-17,2023-09-18,26557.8,26610.11,26430.05,26531.4,0.09968682381339282,0.015005142028394777,8.51301985571902e-09,286.898730454846,266147.51062452386,0
2023-09-16,2023-09-17,26576.54,26721.89,26463.28,26553.13,0.12900633462046324,0.0215510373206884,9.448241489147192e-09,289.93592102136614,205828.10974452793,0
2023-09-11,2023-09-12,25843.59,25892.75,25003.54,25143.63,0.14055673487201567,0.07410153472769526,2.981761415891042e-08,541.6903946936658,178885.9852421487,0
2023-09-10,2023-09-11,25893.9,25972.62,25664.19,25841.65,0.10063011473061845,0.02570274328455943,1.4445524758156324e-08,535.8939305262073,256798.37560730946,0
2023-09-09,2023-09-10,25903.21,25913.72,25817.18,25893.13,0.11551743749421269,0.008045076149179353,3.9388684200292115e-09,501.93831912239773,224149.10304167043,0
2023-09-07,2023-09-08,25757.98,26404.77,25623.99,26200.96,0.15253294367379097,0.06506561586654432,2.4126166210460685e-08,356.8873712473295,171772.46677959437,0
2023-09-06,2023-09-07,25773.01,25902.13,25491.64,25771.63,0.14586222489730524,0.034207823787824894,1.3264209866859652e-08,320.9172988461344,176684.7449238115,0
2023-09-05,2023-09-06,25832.11,25839.59,25573.33,25788.7,0.14479149329144714,0.022188543354883596,8.667308166845633e-09,320.1013578520106,178109.22046428913,0
2023-09-04,2023-09-05,25958.07,26051.36,25677.71,25824.15,0.12247162822915482,0.03113779472903304,1.4379504641116129e-08,146.10133151381768,210858.22384659428,0
2023-09-03,2023-09-04,25859.24,26057.27,25830.07,25980.6,0.11700120534542081,0.01893351254499211,9.152301544093164e-09,147.84963838341443,222054.12263316332,0
2023-09-02,2023-09-03,25795.04,25945.99,25760.02,25856.93,0.16800115460725198,0.015497646690106484,5.217437239715752e-09,149.16344837798636,153909.23985283048,0
2023-08-28,2023-08-29,26065.04,26184.91,25898.04,26127.89,0.1301966870676556,0.02390605961171589,1.0384899468754545e-08,782.8394082371251,200680.14469848116,0
2023-08-27,2023-08-28,26007.35,26170.03,25977.71,26088.38,0.10148226369508861,0.016026818365549582,8.931809264723308e-09,774.384358241467,257073.29586561624,0
2023-08-26,2023-08-27,26054.64,26097.73,26000.22,26021.02,0.13304183600726116,0.008125910247632678,3.454450131581435e-09,757.1917706728976,195585.2443180341,0
2023-08-25,2023-08-26,26180.1,26237.92,25833.57,26058.22,0.16066150392072528,0.033696152278026,1.1862349948462531e-08,729.4516665201583,162193.30308807408,0
2023-08-13,2023-08-14,29430.17,29466.51,29281.72,29285.11,0.14219764688402356,0.015399312426008048,6.125008844663525e-09,1580.198069317398,205946.51628718543,0
2023-08-12,2023-08-13,29420.67,29475.29,29353.95,29430.07,0.14341968814047643,0.010111762377681945,3.987642453342071e-09,1434.642697375019,205202.44034538616,0
2023-08-11,2023-08-12,29452.84,29542.01,29291.04,29426.01,0.16528230332619848,0.02091436462771394,7.15684356427926e-09,1028.295955504811,178034.84951395736,0
2023-07-31,2023-08-01,29285.32,29496.64,29134.91,29225.93,0.1625986958313133,0.030144451993397735,1.048559286905516e-08,192.54207626201722,179742.70857818075,0
2023-07-30,2023-07-31,29355.01,29442.05,29105.61,29273.9,0.12499233599211858,0.02803693204505766,1.268643434663064e-08,185.18932960068088,234205.5596260388,0
2023-07-29,2023-07-30,29305.34,29397.16,29264.46,29356.22,0.15780344939360358,0.011058438004931597,3.9635005495522666e-09,173.9797415487494,186030.2807879555,0
2023-07-09,2023-07-10,30274.8,30388.05,30085.13,30164.49,0.14599343090770037,0.02524357227169436,9.779492186239686e-09,434.6429298341556,206615.39229851053,0
2023-06-13,2023-06-14,25910.04,26300.08,25760.04,25910.03,0.1591724539714488,0.045003759308087685,1.599126457415161e-08,579.8649117670473,162779.6101242967,0
2023-06-12,2023-06-13,25922.89,26081.61,25662.95,25887.59,0.14228730405968817,0.03488866356552099,1.3868069423234662e-08,492.90217917628115,181938.86075134575,0
2023-06-11,2023-06-12,25820.23,26147.84,25676.59,25920.86,0.155514252444488,0.039271205047656264,1.4282529994040741e-08,463.40342479115037,166678.35643715452,0
2023-06-09,2023-06-10,26509.38,26766.28,26325.91,26489.46,0.13573495319875467,0.036697847356681905,1.5291315506552135e-08,411.63431926730595,195155.77510246664,0
2023-06-04,2023-06-05,27063.05,27384.43,26978.5,27104.41,0.09434102644766232,0.033827820190971074,2.0279235690464857e-08,560.9546331061756,287302.4708400512,0
2023-06-03,2023-06-04,27220.07,27312.03,26953.53,27060.8,0.11941637554550984,0.029875282778959726,1.4149417298825485e-08,525.3673857800294,226608.78691370992,0
2023-05-27,2023-05-28,26708.84,26856.33,26625.75,26850.79,0.15724704303683676,0.0192151818777478,6.911360013079017e-09,482.2956486511647,170755.45257604573,0
2023-05-21,2023-05-22,27102.42,27243.28,26692.48,26751.47,0.13064674449011987,0.04590043446206693,1.9870673239120092e-08,286.54623327349026,204761.8569020147,0
2023-05-20,2023-05-21,26887.36,27140.86,26830.22,27110.53,0.1428222697172546,0.025886911694438023,1.0251378779426435e-08,318.13814403326614,189820.04734745322,0
2023-05-14,2023-05-15,26785.6,27136.65,26676.47,26906.17,0.1396960460701897,0.03834869631582063,1.5526143540113684e-08,203.31711126151643,192605.09339313084,0
2023-04-30,2023-05-01,29230.49,29885.46,29096.96,29310.54,0.1288959328269324,0.06570895528928798,2.8832291092248098e-08,468.13410262535865,227396.93454373803,0
2023-04-23,2023-04-24,27818.83,27818.83,27400.17,27588.57,0.14238824037451664,0.03488866356552129,1.3858239487596529e-08,809.9462992680818,193755.95854991375,0
2023-04-16,2023-04-17,30295.10992655213,30527.17137271927,30168.22514066801,30304.87458079287,0.110623992031742,0.02991246913521176,1.529289440919016e-08,1197.5728763593079,273944.8651617753,0
2023-04-09,2023-04-10,27938.3767,28477.6188,27816.61309234875,28321.8616,0.10837327552558855,0.05508433036147129,2.874693812173601e-08,751.2044788346107,261336.21469540973,0
2023-04-08,2023-04-09,27909.609,28144.546837100093,27859.966,27934.0372,0.11024972662268777,0.023715294231069325,1.216571337073888e-08,1017.3391194475734,253370.58018837377,0
2023-04-07,2023-04-08,28033.8221,28097.962,27814.97206326193,27902.2577,0.13383938416682198,0.023582717946024553,9.965642641047438e-09,1086.782008467476,208475.68803231843,0
2023-04-02,2023-04-03,28452.740206963583,28515.9436,27879.0548,28188.1801,0.12308661393905924,0.053074569034176386,2.438750896452608e-08,162.09367887619197,229010.93139141923,0
2023-03-26,2023-03-27,27493.601,28139.20797656417,27430.9137,27983.589033995435,0.12778140057382165,0.05902508173800058,2.612536617283094e-08,550.9769406721598,218995.79209752678,0
2023-03-06,2023-03-07,22428.6582,22584.5227,22333.2367,22409.4946,0.12838094939827718,0.02094069821030314,9.225378831885038e-09,958.2686838762571,174554.6726756075,0
2023-03-05,2023-03-06,22347.03071758307,22609.38676803256,22265.291001863432,22434.9936,0.11678972595486077,0.028674918597895418,1.3886312479021803e-08,1026.3164528862192,192097.32205957163,0
2023-03-04,2023-03-05,22354.893,22397.6782,22188.8327,22339.038009541902,0.14668587662965404,0.017403956400594747,6.71055854961017e-09,995.0318242012194,152291.67608237095,0
2023-02-26,2023-02-27,23164.8803,23657.080221241573,23068.1735,23531.2037,0.14499812339103957,0.049076024623492254,1.914280350127867e-08,570.9329169754863,162286.2637783225,0
2023-01-08,2023-01-09,16943.76168291715,17070.574511476352,16919.177228349756,17070.574511476352,0.10263267444434866,0.012616559680260242,6.952454889107951e-09,1499.4268059604376,166326.89934171663,0
2023-01-07,2023-01-08,16951.158324185577,16974.4015,16909.746774392475,16944.5396,0.1616963743879345,0.0053879447992213276,1.884626625849186e-09,1102.1900702171017,104792.32861058121,0
2023-01-06,2023-01-07,16831.1192,17005.497083184826,16707.851030669914,16953.972066580434,0.16476821969123528,0.024804072487933336,8.514372456536154e-09,698.3181098170613,102895.88670892392,0
2023-01-03,2023-01-04,16673.74874672506,16763.447292054305,16616.632381096962,16675.90903725487,0.1397398211018802,0.012234691718321885,4.951878346133967e-09,168.67175935973052,119335.41137924424,0
2023-01-02,2023-01-03,16617.25439639316,16758.52530784871,16560.09073189229,16677.44994353439,0.11716764463849293,0.01653637118499587,7.982189686558058e-09,146.34013161647448,142338.35625006128,0
2023-01-01,2023-01-02,16537.4542,16621.1651,16507.3906,16607.069459238443,0.11080002790767908,0.00948129807680541,4.839659000343862e-09,138.9968452769749,149883.26061682767,0
2022-12-31,2023-01-01,16608.070867729773,16632.8997,16495.873731598705,16538.3479,0.1605601517727322,0.011418938783959626,4.022445799101706e-09,149.18983512208789,103004.06244887902,0
2022-12-27,2022-12-28,16919.823027132126,16963.0029797476,16631.43,16706.459709721472,0.14820427390869337,0.027631343184998273,1.0544855606825568e-08,62.18517523178878,112725.89696039463,0
2022-12-26,2022-12-27,16832.923370768047,16911.64997081397,16804.8397873503,16908.94843019802,0.125104740556452,0.00890093287210511,4.023965704903556e-09,126.99178324794859,135158.3349678749,0
2022-12-25,2022-12-26,16836.196,16849.6872,16739.6511,16829.918403840365,0.10360507141302726,0.009169761794683194,5.005649333782623e-09,141.31063588165142,162442.9979566056,0
2022-12-24,2022-12-25,16779.530797670854,16853.5422,16779.530797670854,16833.8821,0.09721602558730179,0.006167675239750633,3.588091646513955e-09,135.00450863432044,173159.53823768348,0
2022-12-23,2022-12-24,16819.795401654657,16903.32652267795,16772.50272292723,16780.463676220097,0.16796601541987796,0.01090208650424204,3.671063877558493e-09,124.70117105594422,99903.9218396212,0
2022-12-22,2022-12-23,16818.780905015054,16859.2589,16572.0123,16822.062144857282,0.15701099606025884,0.023937443242105436,8.622816500628627e-09,116.900147754541,107139.38874957005,0
2022-12-19,2022-12-20,16741.11828923561,16801.150077948707,16366.3141,16424.79671324863,0.13930326433700368,0.03623667448726116,1.47124173704627e-08,157.34011765009382,117906.76113313193,0
2022-12-18,2022-12-19,16779.090095384396,16820.63769137972,16677.74536920177,16750.765809591638,0.12036715270804611,0.01190780622596518,5.595186298713542e-09,155.2676152849502,139163.92830377145,0
2022-12-12,2022-12-13,17089.446091063823,17220.814535119767,16882.272894519563,17220.814535119767,0.12825101884037074,0.028212070419481313,1.2441356252875926e-08,486.558619273989,134274.29030060084,0
2022-12-11,2022-12-12,17129.863554165495,17253.191402270015,17080.092146895866,17091.916535641005,0.09232774369410159,0.014425074485718446,8.836143013064611e-09,452.08028273498144,185122.21626762155,0
2022-12-10,2022-12-11,17128.161092465376,17216.17460724164,17105.50511844839,17114.3405863705,0.12133319623766922,0.00922254469372735,4.298948816682325e-09,413.68208773948805,141052.41695641712,0
2022-12-09,2022-12-10,17226.675972109428,17272.187489496646,17081.5468,17123.38672774531,0.1625708960025847,0.015886874498990657,5.52711264177772e-09,306.9724063897159,105328.73440934389,0
2022-12-08,2022-12-09,16835.04923550135,17290.3,16791.27889230745,17254.841595411017,0.1476484924012001,0.041585485927432594,1.592986121998064e-08,309.15069552768995,116864.32631174478,0
2022-12-07,2022-12-08,17089.81610929171,17096.3844,16746.3916,16838.047473161492,0.15850155273919728,0.029166342735285622,1.0407591428095775e-08,282.86603237282486,106232.69729645658,0
2022-12-06,2022-12-07,16967.683779550847,17101.713469188366,16925.225101248896,17088.37611635709,0.15701386022990016,0.014707503206105296,5.29788360614737e-09,134.16437504833442,108833.55196373262,0
2022-12-05,2022-12-06,17112.095826545075,17391.96733663847,16884.1888,16959.336063823,0.15700085036075526,0.04231527858064343,1.5243919571188672e-08,132.7864153069945,108020.66374069935,0
2022-12-04,2022-12-05,16880.830412966345,17144.100549809053,16880.830412966345,17130.165329487445,0.12229150153497512,0.021939385733420698,1.0146580049056168e-08,134.7465615982044,140076.49848496015,0
2022-12-03,2022-12-04,17092.1973,17122.7858,16876.10583144502,16903.723625317816,0.13396252049064794,0.020556858623389008,8.678983432249485e-09,146.85445280797327,126182.4842008544,0
2022-12-02,2022-12-03,16972.464618272137,17088.909103174137,16862.767959664725,17088.4265,0.15788615653301322,0.018845273668900996,6.750874609137387e-09,144.21807853642477,108232.58273708686,0
2022-11-27,2022-11-28,16457.253279063327,16593.459556800455,16419.021398214274,16432.36461511383,0.16696077939577206,0.014536650809492836,4.9244012743165355e-09,378.8818389272958,98420.50734658913,0
2022-11-20,2022-11-21,16704.48043265009,16746.2736,16248.1492,16291.4477,0.13407232658631674,0.04151075957907856,1.7511243556794575e-08,296.9998085976082,121512.38152424728,0
2022-11-19,2022-11-20,16704.62139577964,16807.0579,16565.157,16715.838593288543,0.15712821808136726,0.020158599140822523,7.25617320688503e-09,327.29725567693043,106383.42875264082,0
2022-10-23,2022-10-24,19203.7979,19669.50723132347,19112.1147,19548.7249,0.1382604500932803,0.04644981727243765,1.900127489446069e-08,582.3001684873701,141390.5776150088,0
2022-10-16,2022-10-17,19066.0574,19397.58734710805,19066.0574,19259.62064618116,0.14816152660960727,0.027627757097758623,1.0546528788406164e-08,169.65245642678946,129990.70060157105,0
2022-10-09,2022-10-10,19415.1815,19539.48528003435,19330.10300199106,19436.3351,0.15322136365946804,0.017448688327604007,6.44086277350833e-09,152.44736775691317,126851.33871538263,0
2022-09-04,2022-09-05,19830.80645739004,19999.5965774669,19620.9343,19975.30810008814,0.1422879190578939,0.031555488471543866,1.2543094770481306e-08,1085.6086664244415,140386.53620312357,0
2022-07-03,2022-07-04,19249.34729889521,19567.1081,18973.251867430583,19310.0755,0.1377568208864867,0.04948848780490668,2.0318311946485994e-08,939.0961715653254,140175.09532912157,0
2022-06-05,2022-06-06,29847.32634215065,30162.09609162581,29591.635302773604,29909.210373336216,0.13236722976442084,0.04753884904119396,2.0312487367252327e-08,1060.4520844090275,225956.30675784947,0
2022-05-29,2022-05-30,29031.307367141795,29530.42291497669,28855.5589,29445.7241,0.13708183145145947,0.05623920023646512,2.3203611915429857e-08,993.1103991202103,214803.98815963222,0
2020-12-07,2020-12-08,19363.53181553,19403.803149876,18940.871913412,19190.037781381,0.15796556268573111,0.03857796819128436,1.3812700494186378e-08,445.26671432560613,121482.41335080826,0
2020-12-06,2020-12-07,19153.421243258,19374.851388494,18891.567772225,19336.692554651,0.1472842677774445,0.04027401589532674,1.5465633475661546e-08,482.24872359603813,131288.24175484866,0
2020-11-15,2020-11-16,16068.098174684,16131.798573711,15796.54343862,15961.34578839,0.14761643016692907,0.02793819236803895,1.0704412223677663e-08,988.5140686293332,108127.1628797718,0
2020-11-03,2020-11-04,13556.446654126,14034.321131344,13304.122320606,13973.248876644,0.1506242822561232,0.060850476863759696,2.2849092746418408e-08,683.3132923144187,92768.89932583203,0
2020-11-02,2020-11-03,13760.888840264,13826.961490536,13269.505306607,13576.968475843,0.13357769471412753,0.04645512170643977,1.966957426899217e-08,837.9126607764803,101640.9850828715,0
2020-11-01,2020-11-02,13794.548579995,13881.86907219,13629.063928135,13735.006857626,0.12961372474563868,0.021067294746495942,9.192884890422942e-09,833.3121906939064,105968.76900637148,0
2020-10-31,2020-11-01,13554.960433884,13984.749251489,13431.717613355,13795.526547596,0.15547220534838427,0.04608640606684679,1.6765680568203482e-08,852.7709929845921,88733.07300609002,0
2020-10-27,2020-10-28,13057.489332144,13775.681647134,13057.489332144,13651.54050526,0.15335940290759928,0.059849926080898196,2.2072616921652747e-08,176.5698272019872,89016.65138514659,0
2020-10-26,2020-10-27,13022.015623294,13215.246307023,12821.645820653,13065.536025938,0.11290551720439988,0.03280035099648489,1.6430511545079942e-08,262.18438894095317,115720.9705021292,0
2020-10-25,2020-10-26,13115.294062256,13327.975490285,12915.832170488,13020.811715896,0.11130968295505428,0.034345601741686486,1.7451197896018883e-08,294.7329603542392,116978.24816510951,0
2020-10-24,2020-10-25,12929.781613193,13139.417631239,12869.964614238,13117.174729466,0.106594551762173,0.022454630623566726,1.1913950189539192e-08,252.69814560496792,123056.70892760268,0
2020-10-23,2020-10-24,12964.757291175,13014.063168254,12740.00614402,12929.022175701,0.15392025051596897,0.022838301524549423,8.392064021175095e-09,257.5051469838258,83998.18823293583,0
2020-10-20,2020-10-21,11751.373870164,12004.208235424,11696.289357278,11910.242112809,0.12680780455461238,0.025660149393561465,1.144474970845254e-08,417.74933406481006,93923.57319520984,0
2020-10-19,2020-10-20,11500.032381833,11799.991170623,11420.516174237,11748.376783365,0.08577801216859758,0.03162321568919513,2.0849824106904784e-08,564.7594849692091,136962.56751990758,0
2020-10-18,2020-10-19,11358.127960306,11490.015808249,11349.941714456,11490.015808249,0.07180996238682315,0.011672951637579958,9.192970159790776e-09,678.4875383798559,160005.87420384688,0
2020-10-17,2020-10-18,11316.374413365,11386.519670632,11278.311545193,11368.484736962,0.08770756637636724,0.009017429139389839,5.8145944826037375e-09,701.8941778426034,129618.06154987823,0
2020-10-16,2020-10-17,11498.950040832,11539.220687877,11234.819023931,11312.662784187,0.12204898269954002,0.025367045435906784,1.1755121790755889e-08,677.305323063573,92689.52951485464,0
2020-10-15,2020-10-16,11417.105463767,11573.553664506,11291.765080966,11492.615897338,0.10861885597098925,0.023482604231910727,1.2227195862349465e-08,518.8719692704983,105806.82142709674,0
2020-10-14,2020-10-15,11422.024201063,11544.578698772,11292.511892291,11426.367479344,0.10685128450186246,0.021005766032940545,1.1118437854905448e-08,215.68358531277244,106937.10920381903,0
2020-10-13,2020-10-14,11531.360287501,11542.293836596,11324.197128691,11423.480015091,0.130875630814724,0.01817489768988026,7.85430276322239e-09,139.89402355191365,87285.00442731631,0
2020-10-12,2020-10-13,11369.010052727,11696.482701892,11245.106890736,11544.137639625,0.09911082961766672,0.03761500696755321,2.1464511498133373e-08,79.40611301919665,116477.0558793429,0
2020-10-11,2020-10-12,11294.712927937,11429.451339051,11279.862578901,11376.435109896,0.08672357782066219,0.012465848005677066,8.129384838551103e-09,78.32238601108544,131180.41708820648,0
2020-10-10,2020-10-11,11050.675887512,11463.743640155,11050.675887512,11294.994190302,0.11267207406060815,0.034422638541364126,1.7278877472700056e-08,90.45744962319228,100246.61642623387,0
2020-10-09,2020-10-10,10920.198990255,11101.815678242,10841.66081493,11066.190869882,0.11036927382303807,0.021679777148584708,1.1109468112777931e-08,157.68954288460225,100265.14161563764,0
2020-10-08,2020-10-09,10670.215540269,10931.023279932,10554.550295531,10898.551843619,0.08848878813854764,0.03137304565584035,2.00513095872897e-08,227.96823472472295,123163.08170652133,0
2020-10-07,2020-10-08,10602.399002304,10679.02790455,10567.965459144,10665.252260679,0.09691017703403096,0.009255291388080952,5.4013264004542476e-09,316.440698250701,110052.96437477143,0
2020-10-06,2020-10-07,10788.032090117,10792.260377989,10536.776390174,10604.446854355,0.0938569706630271,0.02129053383952417,1.2829150025706575e-08,360.34065735910133,112985.1813822965,0
2020-10-05,2020-10-06,10667.057547703,10784.67081854,10629.995139918,10784.67081854,0.08517784492635953,0.012889761890822114,8.558351863289922e-09,301.27570652833924,126613.56750530473,0
2020-10-04,2020-10-05,10542.058432858,10684.270999744,10524.731279637,10665.698551049,0.0729217966005207,0.013295102517915438,1.0310871214624245e-08,251.54578609194482,146262.14723531427,0
2020-10-03,2020-10-04,10570.3669008,10593.702973227,10501.486144013,10541.32189207,0.09610806349242809,0.0076848085069658855,4.522228080460101e-09,183.56932889641755,109681.9716162578,0
2020-10-02,2020-10-03,10621.707590072,10662.01398036,10413.940889279,10566.494383933,0.1348375444774833,0.020672953266096236,8.67136315636949e-09,127.02060687816802,78364.63074791097,0
2020-10-01,2020-10-02,10777.14188193,10903.287513844,10472.415389694,10614.303326871,0.11189040903939444,0.03590635021074549,1.814954395770889e-08,80.71377314960169,94863.38836364349,0
2020-09-30,2020-10-01,10840.600465445,10843.68932657,10668.735161548,10766.814094563,0.10475157955132941,0.014579651752828538,7.871736249779428e-09,95.00533907527706,102784.26483571205,0
2020-09-29,2020-09-30,10692.352301853,10855.716137049,10652.236132304,10839.962683468,0.11265679430578143,0.016956827563796125,8.512847734748252e-09,115.94785469754969,96221.11786747073,0
2020-09-28,2020-09-29,10774.254373833,10937.007798492,10699.633719153,10702.472833045,0.10691877652239866,0.01978136051505681,1.0463746424161392e-08,107.78042594564567,100099.09560462389,0
